Title,releaseYear,desc1,Meta_score,duration,rating,image,vote,rated
69. Smile 2,2024.0,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",0.0,2h 12m,0.0,"https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
70. Cuckoo,2024.0,A 17-year-old girl is forced to move with her family to a resort where things are not what they seem.,62.0,1h 42m,6.3,"https://m.media-amazon.com/images/M/MV5BZWQ3NjAyZWUtMzMxMS00MzE1LTlkNDMtZGNjNGY2MzBkNjQ3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",5900.0,R
71. Dune: Part Two,2024.0,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,79.0,2h 46m,8.5,"https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",511000.0,PG-13
72. Oppenheimer,2023.0,The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,90.0,3h,8.3,"https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",793000.0,R
73. Abigail,2024.0,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.",62.0,1h 49m,6.6,"https://m.media-amazon.com/images/M/MV5BY2JlYjlkNzMtNTU3OS00NDVmLTk4NTYtYTM4ZTEwMGM4NDBiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,7,140,207_.jpg",67000.0,R
74. Poor Things,2023.0,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",88.0,2h 21m,7.8,"https://m.media-amazon.com/images/M/MV5BNGIyYWMzNjktNDE3MC00YWQyLWEyMmEtN2ZmNzZhZDk3NGJlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg",299000.0,R
75. Twister,1996.0,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,68.0,1h 53m,6.5,"https://m.media-amazon.com/images/M/MV5BNGVhY2JjYzgtYjAyOC00ODg0LTliYWEtMzliZWYzMjA2NjYyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",236000.0,PG-13
76. Mad Max: Fury Road,2015.0,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",90.0,2h,8.1,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",1100000.0,R
77. Subservience,2024.0,"Follows a struggling father who purchases a domestic SIM to help care for his house and family, unaware she will gain awareness and turn deadly.",0.0,1h 35m,4.6,"https://m.media-amazon.com/images/M/MV5BMjdlNjNlODEtYjA1OS00MDgzLWJiNTMtMDVlMWMyOGM5ZDhkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
78. Skincare,2024.0,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation.",62.0,1h 36m,5.9,"https://m.media-amazon.com/images/M/MV5BYTJkMjJiOGEtMWM5MS00NjhiLTllZmUtNTRlMWU1NDk5N2E4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",1600.0,R
79. The Room Next Door,2024.0,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",69.0,1h 50m,6.7,"https://m.media-amazon.com/images/M/MV5BYzk2MjI1YTgtOTcxYS00OTUyLTgyOTAtMGE0OGYyMjc0MTc3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,Not Rated
80. X,2022.0,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",80.0,1h 45m,6.5,"https://m.media-amazon.com/images/M/MV5BMTJiMmE5YWItOWZjYS00YTg0LWE0MTYtMzg2ZTY4YjNkNDEzXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_QL75_UY207_CR13,0,140,207_.jpg",189000.0,R
81. Interstellar,2014.0,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",74.0,2h 49m,8.7,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2200000.0,PG-13
82. IF,2024.0,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,46.0,1h 44m,6.5,"https://m.media-amazon.com/images/M/MV5BYWQ4OGI2MmQtZjUxMC00Njg2LWJiZTQtYmFmZjI5ZmI1Y2U1XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UY207_CR1,0,140,207_.jpg",42000.0,PG
83. Bad Boys: Ride or Die,2024.0,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.",54.0,1h 55m,6.6,"https://m.media-amazon.com/images/M/MV5BZWNjZWUwNDgtYTM4ZC00Zjk0LTg3ZWItNGEyZmVkZTIxZDk0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",65000.0,R
84. Joker,2019.0,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of crime and chaos in Gotham City.",59.0,2h 2m,8.4,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",1500000.0,R
85. Never Let Go,2024.0,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,0.0,1h 41m,0.0,"https://m.media-amazon.com/images/M/MV5BNTFlMzhhYTYtYzMzOC00ZTJiLTllMzAtMGUxOGU0MDVlY2M4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
86. Dìdi,2024.0,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",78.0,1h 33m,7.6,"https://m.media-amazon.com/images/M/MV5BZTJjOGIyNmUtYTdkZS00ZTU4LTlkNmEtNDc0YmIwMmQwYjRjXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",3800.0,R
87. 3:10 to Yuma,2007.0,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,76.0,2h 2m,7.6,"https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_QL75_UX140_CR0,2,140,207_.jpg",335000.0,R
88. Harry Potter and the Sorcerer's Stone,2001.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",65.0,2h 32m,7.6,"https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UY207_CR1,0,140,207_.jpg",870000.0,PG
89. Fly Me to the Moon,2024.0,"Marketing maven Kelly Jones wreaks havoc on launch director Cole Davis's already difficult task. When the White House deems the mission too important to fail, the countdown truly begins.",53.0,2h 12m,6.6,"https://m.media-amazon.com/images/M/MV5BYzI4MzRlMGYtYWUwMC00M2FkLTliN2ItNDA1MDJhOTgwMzY5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",23000.0,PG-13
90. The Godfather,1972.0,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,100.0,2h 55m,9.2,"https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR3,0,140,207_.jpg",2000000.0,R
91. Land of Bad,2024.0,A Delta Force team fights for survival as an Air Force drone pilot becomes its eyes in the sky.,57.0,1h 53m,6.6,"https://m.media-amazon.com/images/M/MV5BMzkyOTUzYTUtY2UzYS00MjY4LTljZWYtYzMyMmZlMWYwMjQ5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",40000.0,R
92. Out Come the Wolves,2024.0,"At a cabin deep in the wilderness, a weekend of hunting turns to mayhem and a fight for survival when a pack of wolves attack a man, his female best friend and her fiance.",68.0,1h 26m,4.5,"https://m.media-amazon.com/images/M/MV5BOWVjZTdkOTgtZmJkMS00OGZmLTgyZGEtNTYxYmFlZTJkNWMzXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",0.0,R
93. Lee,2023.0,"The story of American photographer Lee Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",58.0,1h 56m,6.6,"https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",0.0,R
94. Emilia Pérez,2024.0,"In present-day Mexico, lawyer Rita receives an unexpected offer to help a feared cartel boss retire from his business and disappear forever by becoming the woman he's always dreamed of being.",71.0,2h 10m,7.3,"https://m.media-amazon.com/images/M/MV5BMGM0OGNhMzktZGFlNC00NDRmLWJmOTgtYmQ0N2JlZGJhMzQyXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",1700.0,R
95. Transformers One,2024.0,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",0.0,1h 44m,0.0,"https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,PG
96. Logan Lucky,2017.0,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,78.0,1h 58m,7.0,"https://m.media-amazon.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_QL75_UX140_CR0,0,140,207_.jpg",166000.0,PG-13
97. Mothers' Instinct,2024.0,"Alice and Celine live a traditional lifestyle with successful husbands and sons of the same age. Life's perfect harmony is suddenly shattered after a tragic accident. Guilt, suspicion and paranoia combine to unravel their sisterly bond.",47.0,1h 34m,6.3,"https://m.media-amazon.com/images/M/MV5BNGQ2ZDIzZWItNTI3NS00YWMzLWIxODQtZDQ4ODI0YjkyYjgzXkEyXkFqcGdeQXVyNjkyNzI2MTQ@._V1_QL75_UY207_CR2,0,140,207_.jpg",12000.0,Not Rated
98. Deadpool,2016.0,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",65.0,1h 48m,8.0,"https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1200000.0,R
100. The Greatest of All Time,2024.0,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past.",0.0,3h 3m,7.0,"https://m.media-amazon.com/images/M/MV5BNDQzYWNiZjEtY2MzNy00MDdmLWI1NmItY2RkN2IzM2FlN2MwXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,1,140,207_.jpg",9800.0,Not Rated
101. Kill,2023.0,"During a train trip to New Delhi, a pair of commandos face an army of invading bandits.",74.0,1h 45m,7.6,"https://m.media-amazon.com/images/M/MV5BZjI1ZjM3NjUtYTc1Ni00ODJmLWI5YjQtMWZiZTAyNTFiZGY1XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",24000.0,R
102. Challengers,2024.0,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend, and Tashi's ex-boyfriend.",82.0,2h 11m,7.2,"https://m.media-amazon.com/images/M/MV5BZTcyZGIyODctZGJhOS00MWUyLWI5ZWEtMjg4YzhkMDczMDBhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",94000.0,R
103. The Order,2024.0,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists.",72.0,1h 54m,6.6,"https://m.media-amazon.com/images/M/MV5BMzEwYzkyYTMtMjAzOS00YjIwLTliYzEtMTQwOGY2NzEyMDNiXkEyXkFqcGc@._V1_QL75_UY207_CR112,0,140,207_.jpg",0.0,Not Rated
104. The Beekeeper,2024.0,"A kind-hearted landlady commits suicide after falling victim to a phishing scam, leading former ""Beekeeper"" operative Adam Clay to set out on a brutal campaign for revenge upon those responsible.",53.0,1h 45m,6.4,"https://m.media-amazon.com/images/M/MV5BNzg3YjVmZGYtOTc5MC00MDdiLTllOTYtZWQ0ODQ1MmMyNTExXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",129000.0,R
105. The Batman,2022.0,"When a sadistic serial killer begins murdering key political figures in Gotham, The Batman is forced to investigate the city's hidden corruption and question his family's involvement.",72.0,2h 56m,7.8,"https://m.media-amazon.com/images/M/MV5BOGE2NWUwMDItMjA4Yi00N2Y3LWJjMzEtMDJjZTMzZTdlZGE5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",810000.0,PG-13
106. The Dark Knight,2008.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",84.0,2h 32m,9.0,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2900000.0,PG-13
107. The Front Room,2024.0,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",50.0,1h 34m,5.3,"https://m.media-amazon.com/images/M/MV5BNDIwNTNlMzAtYjkzNi00MDNjLWFlOGYtNDI1MDdkNWQwOWIwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
108. Greedy People,2024.0,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,47.0,1h 52m,6.2,"https://m.media-amazon.com/images/M/MV5BYzBlM2E0M2EtMjBhNy00NTEwLWJlZTgtNTg5NGFiYTNmNGZkXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",3900.0,R
109. Gladiator,2000.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,67.0,2h 35m,8.5,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",1700000.0,R
110. Napoleon,2023.0,"An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",64.0,2h 38m,6.4,"https://m.media-amazon.com/images/M/MV5BZWIzNDAxMTktMDMzZS00ZjJmLTlhNjYtOGUxYmZlYzVmOGE4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",155000.0,R
111. Pulp Fiction,1994.0,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",95.0,2h 34m,8.9,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR1,0,140,207_.jpg",2300000.0,R
112. Love,2015.0,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",51.0,2h 15m,6.1,"https://m.media-amazon.com/images/M/MV5BZGQxZTFlZDctZjcyMy00NzA1LWFkMDYtNzRmZTkwYTFhYTc3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",68000.0,TV-MA
113. Alien³,1992.0,"Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor.",59.0,1h 54m,6.4,"https://m.media-amazon.com/images/M/MV5BYTNiYmQzNTctNzAyZC00ODY2LWE3ZjgtODU1NDA0NGI5ZDY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",330000.0,R
114. Ghostbusters: Frozen Empire,2024.0,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",46.0,1h 55m,6.1,"https://m.media-amazon.com/images/M/MV5BNGE5MWJmZWYtN2ZlMi00ZjY1LTlhYTUtMzQ2Y2IxZWQyYTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg",73000.0,PG-13
115. Coraline,2009.0,"Wandering her rambling old house in her boring new town, an 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",80.0,1h 40m,7.8,"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",272000.0,PG
116. Titanic,1997.0,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",75.0,3h 14m,7.9,"https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,0,140,207_.jpg",1300000.0,PG-13
117. Deliverance,1972.0,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",80.0,1h 49m,7.7,"https://m.media-amazon.com/images/M/MV5BMWUyN2RlM2QtYzVlNy00Njc3LTgzMDMtNmJmMTk0OGY3ODFmXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",121000.0,R
118. Harold and the Purple Crayon,2024.0,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",34.0,1h 30m,5.7,"https://m.media-amazon.com/images/M/MV5BZGE3MmYxOTgtMGY1Ni00ZWQ4LTlhNjAtMzcxYjIzMjcwN2U1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",3100.0,PG
119. Fight Club,1999.0,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,67.0,2h 19m,8.8,"https://m.media-amazon.com/images/M/MV5BOTgyOGQ1NDItNGU3Ny00MjU3LTg2YWEtNmEyYjBiMjI1Y2M5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",2400000.0,R
120. Top Gun: Maverick,2022.0,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",78.0,2h 10m,8.2,"https://m.media-amazon.com/images/M/MV5BMmIwZDMyYWUtNTU0ZS00ODJhLTg2ZmEtMTk5ZmYzODcxODYxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",729000.0,PG-13
121. Deadpool 2,2018.0,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.",66.0,1h 59m,7.6,"https://m.media-amazon.com/images/M/MV5BNGY3N2ZhYmMtYTlmYi00ZWIzLWJiZWMtMjgxMjljYTk3MDAwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",681000.0,R
122. Munjya,2024.0,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",0.0,2h 3m,6.5,"https://m.media-amazon.com/images/M/MV5BYTNjZDY2ODEtZTk2Yy00MjAyLWJlNWQtODM2NzdmYmE0ODJjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",20000.0,Not Rated
123. Smile,2022.0,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",68.0,1h 55m,6.5,"https://m.media-amazon.com/images/M/MV5BZjE2ZWIwMWEtNGFlMy00ZjYzLWEzOWEtYzQ0MDAwZDRhYzNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg",177000.0,R
124. Alien Resurrection,1997.0,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",62.0,1h 49m,6.2,"https://m.media-amazon.com/images/M/MV5BNDMyNmU5ZGQtNzhiZi00NjRjLTk3NGUtMmQ5YWU4ODlkNTBhXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",273000.0,R
125. Saturday Night,2024.0,"At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.",66.0,1h 49m,7.9,"https://m.media-amazon.com/images/M/MV5BNWI0N2VlMTAtZGFhYS00YzdhLWEzM2EtMWUwMzBkYWQ5NTMwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",0.0,Not Rated
