Meta_score,Title,desc1,duration,image,rated,rating,releaseYear,vote
54,4949. Draft Day,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",1h 50m,"https://m.media-amazon.com/images/M/MV5BMjAyOTMxMjA3Nl5BMl5BanBnXkFtZTgwMTMwNjQ4MDE@._V1_QL75_UX140_CR0,5,140,207_.jpg",PG-13,6.8,2014,68K
58,4950. K-19: The Widowmaker,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",2h 18m,"https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.7,2002,68K
,4951. K.G.F: Chapter 2,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes, while the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",2h 46m,"https://m.media-amazon.com/images/M/MV5BNjgzNDE5YTItNjM1Yi00OTk1LTk5ZjItYzAwNjM1ZWE3MDBiXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_QL75_UY207_CR3,0,140,207_.jpg",Not Rated,8.2,2022,153K
33,4952. Elite Squad,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",1h 55m,"https://m.media-amazon.com/images/M/MV5BZjU3Yzk3NzctYWNiNy00YWMzLThiOGItODc3NmEzODBkYjRmXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,8.0,2007,112K
53,4953. The Siege,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",1h 56m,"https://m.media-amazon.com/images/M/MV5BNDg5YTgzYzQtYmYxMC00ZTJhLWEzMTgtYzM3ZWU3ODBkNDQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.4,1998,79K
60,4954. In Her Shoes,"Strait-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed.",2h 10m,"https://m.media-amazon.com/images/M/MV5BN2Q4Y2M2YzEtZGFmMi00Mjk5LWJhMGQtNTFhZDZjMWMzYjE2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY207_CR2,0,140,207_.jpg",PG-13,6.5,2005,66K
72,4955. Phantasm,"Newly orphaned teenager Mike Pearson, his older brother Jody, and their friends face off against a mysterious grave robber known as the Tall Man, who employs a lethal arsenal of unearthly weapons in their southern California town.",1h 29m,"https://m.media-amazon.com/images/M/MV5BZTdmN2RkODEtODM4ZS00ZGRlLTliMTYtYmZmZWZkMTZmODYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,6.6,1979,42K
74,4956. Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",2h 19m,"https://m.media-amazon.com/images/M/MV5BZjI3M2VkMDItMTAwMS00MGNlLWFhZWEtMmY0ZWQ0YjQ5NmQ1XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX140_CR0,1,140,207_.jpg",R,8.0,2014,63K
42,4957. Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",1h 58m,"https://m.media-amazon.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.2,2013,131K
36,4958. Harley Davidson and the Marlboro Man,"Two lone riders hold up a bank's armoured car to save their friend's bar from imminent foreclosure. Soon, the mission goes awry when they discover the vehicle's unexpected cargo.",1h 38m,"https://m.media-amazon.com/images/M/MV5BMGU3NzE5M2EtZjA3My00YWI1LWIyZTMtY2UzZTFmNDkyNWJiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.1,1991,23K
47,4959. The General's Daughter,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.",1h 56m,"https://m.media-amazon.com/images/M/MV5BMzY3NDQ2YzctMTY1MC00NzkwLWJmNzctMDgzZWI1OWY5MDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.4,1999,64K
75,4960. Infernal Affairs,"Chan Wing Yan, a policeman, successfully infiltrates a gang while Wong Chi-Shing, a tried member, becomes a mole in the police force. However, things change when both of them must seek each other out.",1h 41m,"https://m.media-amazon.com/images/M/MV5BODMzOGVmZDktMGNjNS00NzJkLWJiZGUtNTU1YTIyMzI4Njc4XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,8.0,2002,133K
63,4961. The Jungle Book,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",1h 51m,"https://m.media-amazon.com/images/M/MV5BNTk3M2NmNTItNDYwNy00MzRlLWI5M2UtZmYwODA2NTExZDRlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,6.1,1994,19K
66,4962. Megan Leavey,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,1h 56m,"https://m.media-amazon.com/images/M/MV5BMTUxOTk2NTkxNF5BMl5BanBnXkFtZTgwOTUyOTM3MTI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.1,2017,28K
46,4963. Ravenous,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",1h 41m,"https://m.media-amazon.com/images/M/MV5BOWE5NGFmZjMtZmNhZi00ZWNiLWE4NTYtOGZkYzQwNDk2ZGE0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.9,1999,44K
78,4964. The Eight Mountains,"An epic journey of friendship and self-discovery set in the breathtaking Italian Alps, The Eight Mountains follows over four decades the profound, complex relationship between Pietro and Bruno.",2h 27m,"https://m.media-amazon.com/images/M/MV5BMjkxY2YyZmYtOWRmYy00YmI0LWFiYjktNjJmYzkwZTdlNGE2XkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_QL75_UY207_CR3,0,140,207_.jpg",Not Rated,7.7,2022,16K
,4965. Mirage,"Vera, a mother of one, interacts with the ghost of a child and saves his life. However, her actions cause a space-time continuum glitch, altering reality.",2h 8m,"https://m.media-amazon.com/images/M/MV5BZDE2MzdhYzktOWVkZS00ZWYzLWI2YjMtY2MzYTc2Yjg3MzgwXkEyXkFqcGdeQXVyMzkwMTMxNDQ@._V1_QL75_UY207_CR2,0,140,207_.jpg",TV-MA,7.4,2018,66K
64,4966. Freedom Writers,"Erin Gruwell, a young teacher in a racially divided Los Angeles school, inspires her class of at-risk students, deemed incapable of learning, to learn tolerance, apply themselves, and pursue education beyond high school.",2h 3m,"https://m.media-amazon.com/images/M/MV5BMTFiODQ1NGUtMTBiNy00NWIwLWEyNGEtODkzMzU5YWZkYmUzXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.6,2007,86K
57,4967. Daybreakers,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind.",1h 38m,"https://m.media-amazon.com/images/M/MV5BNzg3NDYyMDU4Nl5BMl5BanBnXkFtZTcwODA5NzA5Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.4,2009,136K
,4968. Better Man,"An original musical from the director of The Greatest Showman, Michael Gracey.",2h 11m,"https://m.media-amazon.com/images/M/MV5BNzViYWZiYmQtOWYwYS00MzU0LTlkMTAtODhmOWFmYmQyOGJhXkEyXkFqcGdeQXVyOTIxNjk1NTU@._V1_QL75_UY207_CR55,0,140,207_.jpg",Not Rated,8.0,2024,36
75,4969. The Muppets,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,1h 43m,"https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.1,2011,98K
23,4970. The Cobbler,"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMTgzMjQ2OTQ0NV5BMl5BanBnXkFtZTgwMTc2MTI2NDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.8,2014,61K
51,4971. Peninsula,"A zombie virus has in the last four years spread to all South Korea. Four Koreans in Hong Kong sail through the blockade to Incheon for USD20,000,000 on a truck.",1h 56m,"https://m.media-amazon.com/images/M/MV5BNjkyYWJmODktMGZkMi00MTI1LTkxMjUtZGY4ZTJhMWM2ZmMzXkEyXkFqcGdeQXVyOTQwNjAzMjM@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,5.5,2020,39K
73,"4972. South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",1h 21m,"https://m.media-amazon.com/images/M/MV5BMDcyNDE4OWEtMjIzNi00OTdmLWIwMWEtNWU2ZjM4ZjA4YzNkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.7,1999,217K
,4973. Love Is a Many-Splendored Thing,A widowed Chinese-English doctor falls in love with a married American correspondent in Hong Kong during China's Communist Revolution.,1h 42m,"https://m.media-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Approved,6.4,1955,5.4K
,4974. The Last of Sheila,"A year after Sheila is killed by a hit-and-run driver, her wealthy husband invites a group of friends to spend a week on his yacht playing a scavenger hunt mystery game. The game turns out to be all too real and all too deadly.",2h,"https://m.media-amazon.com/images/M/MV5BNDUwNmVlYTUtODA4NS00NzE2LWFiZWYtYTAyMWM5NGZmMTk2XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",PG,7.2,1973,8.8K
47,4975. Pumpkinhead,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.",1h 26m,"https://m.media-amazon.com/images/M/MV5BMDM3MTZkYzEtNmE3ZS00MDllLTgyZjktNDkxNmVmY2FmYmFlXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,6.2,1988,28K
,4976. Advanced Chemistry,"A scientist injects his best friend with a compound he's created to help her stop cheating on her wife, but when the wife finds her new fixation suffocating, the wife gets a dose too, which backfires as she falls for the scientist.",1h 35m,"https://m.media-amazon.com/images/M/MV5BZTYxZDBiZDEtZThkYS00Mzk4LWIyOWEtNmQxYmQ2YWE0N2NkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,,2023,0
88,4977. Leave No Trace,"A father and his seventeen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",1h 49m,"https://m.media-amazon.com/images/M/MV5BMjE3OTI1MTU0OV5BMl5BanBnXkFtZTgwNTg1MzkzNTM@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.1,2018,66K
70,4978. In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,1h 30m,"https://m.media-amazon.com/images/M/MV5BNDZkMjVhZmItMmIyNC00OWYyLWFmZWQtMzIzZWZhY2QyMjZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,6.4,1997,45K
68,4979. Hair,"Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside.",2h 1m,"https://m.media-amazon.com/images/M/MV5BODUzNjUzNzIzM15BMl5BanBnXkFtZTcwMjc4MjkzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,7.5,1979,41K
,4980. Carry on Girls,"Sidney Fiddler organizes a beauty contest for a seaside town, but faces opposition from Councillor Prodworthy, who leads a women's liberation group aiming to sabotage the competition through disruption tactics.",1h 28m,"https://m.media-amazon.com/images/M/MV5BMzgzZmZjNzgtOGUzMC00MjcwLThlNmQtZjA1YTM1MTFlMDJhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX140_CR0,1,140,207_.jpg",Not Rated,5.8,1973,3.2K
77,4981. Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",1h 42m,"https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",PG,8.1,1973,53K
36,4982. The Wicker Man,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",1h 42m,"https://m.media-amazon.com/images/M/MV5BOGQwN2UyM2YtNzNhOC00YjU5LWI0ZDgtZjMxZjM5ZmI0YjRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY207_CR2,0,140,207_.jpg",PG-13,3.8,2006,72K
19,4983. Wild Orchid,A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,1h 45m,"https://m.media-amazon.com/images/M/MV5BYWE0ZGMzNmMtYzE0MC00NjVkLTg3MTgtYzE4MTg3MjYxMDIwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,4.5,1989,13K
60,4984. Christopher Robin,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",1h 44m,"https://m.media-amazon.com/images/M/MV5BNjYxODgzMGYtYmQ4ZS00YjZhLTkyOTgtZmYyNjZjZTRhYTUzXkEyXkFqcGdeQXVyNjI4MjU4MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.2,2018,86K
43,4985. Eagle Eye,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",1h 58m,"https://m.media-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.6,2008,196K
45,4986. Big George Foreman,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit.",2h 9m,"https://m.media-amazon.com/images/M/MV5BNWNlZTUxOTUtMzhmMi00MDg4LThmMTYtNjZhNmM2NDcxYjk1XkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.6,2023,9.6K
,4987. The Montecarlo Story,"A deeply-in-debt gambler sets his cap for a beautiful woman, not knowing that she is also penniless.",1h 36m,"https://m.media-amazon.com/images/M/MV5BYTI1NjhjNmUtMDM4Mi00OGNiLWFjYWUtZjEyMzViMGJkZjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX140_CR0,32,140,207_.jpg",Not Rated,5.8,1956,469
67,4988. Finding Neverland,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,1h 46m,"https://m.media-amazon.com/images/M/MV5BNTVmZWE4NGItZmI3Ny00Nzk3LWIyMzQtOTBlYjc4Y2MzMWNjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY207_CR8,0,140,207_.jpg",PG,7.7,2004,213K
65,4989. Strange World,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,1h 42m,"https://m.media-amazon.com/images/M/MV5BMTE0Y2I1NDUtN2Q1YS00MTdhLTg0OTItZjJhNWJiNTUwYzM5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,5.7,2022,47K
,4990. Agent Recon,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico.",1h 25m,"https://m.media-amazon.com/images/M/MV5BOTEwNTIwMjktOTEzYi00OWE2LTk2ZGYtYWEyNGU3MTZlYWI5XkEyXkFqcGdeQXVyOTIzNjUxODY@._V1_QL75_UY207_CR2,0,140,207_.jpg",Not Rated,2.4,2024,420
49,4991. The Catcher Was a Spy,Former Major League Baseball player Moe Berg goes undercover in World War II Europe for the Office of Strategic Services.,1h 34m,"https://m.media-amazon.com/images/M/MV5BODhlNDc0ZTQtN2FiOS00OGRiLWE2YmYtZmI2ZmU1NzM5MmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.3,2018,12K
30,4992. The Cave,Blood-thirsty creatures await a pack of divers who become trapped in an underwater cave network.,1h 37m,"https://m.media-amazon.com/images/M/MV5BM2YxNjNmYWYtMWJlYy00YmYyLThhYWUtNTFiMTkyZjhlYjU4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,5.1,2005,42K
66,4993. Mothering Sunday,"Jane Fairchild, a maidservant for the Niven family, is surprised when her wealthy neighbor, Paul Sheringham, invites her to spend the day with him.",1h 44m,"https://m.media-amazon.com/images/M/MV5BMjYwY2Q1ODAtMGFjMy00ZWVlLWE4M2QtZmJhMWY0OTgwZjljXkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.1,2021,4.9K
,4994. The Roundup,"Followed by Ma Seok-do, who heads to a foreign country to extradite a suspect. However, he discovers additional murder cases and learns about a killer who had committed crimes against tourists for many years.",1h 46m,"https://m.media-amazon.com/images/M/MV5BOTE5YzcyOGUtOWRkZS00YzQ0LTkwOGQtMmQ2NzcxY2M2MGQ0XkEyXkFqcGdeQXVyMTQwODg1NTU3._V1_QL75_UY207_CR3,0,140,207_.jpg",Not Rated,7.0,2022,12K
,4995. Blue Ridge,A murder in a sleepy town at the heart of the Blue Ridge Mountains shocks the community and refuels a longtime feud between two families.,1h 27m,"https://m.media-amazon.com/images/M/MV5BNDViNmFhNzYtMjgwYS00ODM1LWI2YjgtN2Q2M2ZlZmUxZGRiXkEyXkFqcGdeQXVyNjAxMTI1Mzk@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-PG,5.5,2020,820
39,4996. About My Father,"When Sebastian tells his old-school Italian immigrant father Salvo that he is going to propose to his all-American girlfriend, Salvo insists on crashing a weekend with her parents.",1h 30m,"https://m.media-amazon.com/images/M/MV5BZTUwYmYwMzUtYmIyZS00OWM3LWE3MWEtM2NjYTk0NzhiM2NmXkEyXkFqcGdeQXVyNDAyNjg5MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,5.7,2023,14K
26,4997. Silver Bullet,"In a small town, brutal killings start to plague the close knit community. Marty Coslaw, a paraplegic boy, is convinced the murders are the doings of a werewolf.",1h 35m,"https://m.media-amazon.com/images/M/MV5BNTFjOTFlMzMtYWIyZi00YmQzLWEyMGMtYzJjY2M1MDY1NjkyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",R,6.4,1985,32K
71,4998. Damage,A Member of Parliament falls passionately in love with his son's girlfriend despite the obvious dangers.,1h 51m,"https://m.media-amazon.com/images/M/MV5BYjBjMDEwMTgtOWMxOS00YTc4LTllNWMtNDZmNTQxYjgxM2Q5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,6.7,1992,21K
44,4999. Walking Tall,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",1h 26m,"https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.3,2004,111K
61,5000. Coup!,"On a seaside estate in 1918, a mischievous cook leads an uprising against his wealthy employer.",1h 38m,"https://m.media-amazon.com/images/M/MV5BMTJmNWY2ZDUtY2NlZS00YTIwLThhMDEtMjQ3MTE0NTViMGU1XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",Not Rated,6.4,2023,1.1K
,5001. Sky Kids,Two boys from a small town find their courage tested when they accidentally stow away aboard an airplane owned by the mob.,1h 58m,"https://m.media-amazon.com/images/M/MV5BNDU1MTE5MzAyNF5BMl5BanBnXkFtZTcwMTMxODM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.8,2008,3.5K
,5002. The Palace,A drama set on New Year's Eve 1999 in a luxurious Swiss hotel where the lives of hotel workers and various guests get intertwined.,1h 40m,"https://m.media-amazon.com/images/M/MV5BYmJkYmEzZmItYjhhYS00NDJlLWEzNzUtMzRhNjA0NWViMWY4XkEyXkFqcGdeQXVyMjQ4NjA2MjU@._V1_QL75_UY207_CR3,0,140,207_.jpg",Not Rated,5.4,2023,3.1K
,5003. About Fate,"The romantic comedy is a tale of two people who believe in love, but seem to never be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on a stormy New Year's Eve and comedy and chaos ensue.",1h 43m,"https://m.media-amazon.com/images/M/MV5BYTQxNzJjNmEtOTk4NC00MTVlLTg2YTktYmQ2NmM2NjAxNzkwXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UY207_CR1,0,140,207_.jpg",R,6.4,2022,13K
33,5004. The Wedding Planner,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,1h 43m,"https://m.media-amazon.com/images/M/MV5BNzBlYTE4NDAtN2RkNi00YWZmLWI3MWQtZDg2YTQ5OTI4YTVhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,5.3,2001,88K
49,5005. The Devils,"In 17th-century France, Father Urbain Grandier's protection of the city of Loudun from the corrupt Cardinal Richelieu is undermined by a sexually repressed nun's accusation of witchcraft.",1h 51m,"https://m.media-amazon.com/images/M/MV5BYTZmNDBkMTEtODIyYS00MmFhLWIwNzUtNmY1OGU0M2Q5OGY1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,7.7,1971,19K
66,5006. Julie & Julia,"Julie Powell, a young blogger, is determined to emulate Julia Child's cooking techniques. Though separated by time, the two women share a common passion for food that intertwines their lives.",2h 3m,"https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.0,2009,130K
,5007. Klara and the Sun,A robot girl designed to prevent loneliness tries to save a heartbroken family of humans.,Not Relased,,Not Rated,,2025,0
37,5008. Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",1h 33m,"https://m.media-amazon.com/images/M/MV5BMjEzNTkyMDE3NV5BMl5BanBnXkFtZTgwMTM2MDY4NjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.1,2015,33K
60,5009. The Angry Birds Movie 2,The flightless birds and scheming green pigs take their feud to the next level.,1h 37m,"https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,6.4,2019,36K
55,5010. The Taking of Pelham 123,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",1h 46m,"https://m.media-amazon.com/images/M/MV5BMTU3NzA4MDcwNV5BMl5BanBnXkFtZTcwMDAyNzc1Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.4,2009,210K
50,5011. Another Mother's Son,Lou lives on the Nazi-occupied Island of Jersey during World War 2. She accepts to hide a young Russian POW at her house at the risk of being imprisoned herself and takes care of him as if he was her own son.,1h 43m,"https://m.media-amazon.com/images/M/MV5BYjU4MmU2MzEtZWNkZS00MmM1LWI1NjUtN2QxYTcwOTdlNjRmXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_QL75_UY207_CR3,0,140,207_.jpg",Not Rated,6.8,2017,1.7K
38,5012. Ben-Hur,"Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",2h 3m,"https://m.media-amazon.com/images/M/MV5BMjQ2NzYxMDQ2OV5BMl5BanBnXkFtZTgwMDk2MzczOTE@._V1_QL75_UX140_CR0,6,140,207_.jpg",PG-13,5.7,2016,47K
,5013. Born to Sing,"Show promoter Cartwright stole Frank's songs. The group tries to get credit for Frank, but Cartwright has them arrested falsely. Freed accidentally, they stage a show to prove Frank's authorship before Cartwright's show opens.",1h 22m,"https://m.media-amazon.com/images/M/MV5BMWI4N2I0ZTAtYzdjNC00NDM1LTk3NWMtYmI2NGRmZTYwOWE4XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_QL75_UX140_CR0,4,140,207_.jpg",Approved,5.8,1942,234
56,5014. Mimic,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",1h 45m,"https://m.media-amazon.com/images/M/MV5BODk4MjRkODctOTVjNS00MmI2LTg0Y2ItMWQyMzdkZDU3MzMyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,6.0,1997,56K
53,5015. Ma,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMTA2MjA3ODU0NjBeQTJeQWpwZ15BbWU4MDE3NTQxNDcz._V1_QL75_UX140_CR0,7,140,207_.jpg",R,5.6,2019,60K
48,5016. The Exorcist III,"A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",1h 50m,"https://m.media-amazon.com/images/M/MV5BN2U2Y2ZmNjAtZDkwMy00MzZiLWEzODYtZGIxODAyMGEwMjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.5,1990,40K
