Meta_score,Title,desc1,duration,image,rated,rating,releaseYear,vote
63,743. World War Z,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,1h 56m,"https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,4,140,207_.jpg",PG-13,7.0,2013,732K
63,744. The Matrix Resurrections,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more.",2h 28m,"https://m.media-amazon.com/images/M/MV5BMGJkNDJlZWUtOGM1Ny00YjNkLThiM2QtY2ZjMzQxMTIxNWNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,5.7,2021,285K
79,745. Dawn of the Planet of the Apes,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,2h 10m,"https://m.media-amazon.com/images/M/MV5BYWE2MzU2ZGUtYTY1Yi00ZTI5LWE4NzMtNWM1NzRhMDQ3ZjM3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.6,2014,490K
78,746. Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,1h 48m,"https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.7,2014,601K
95,747. The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",2h,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.8,2010,769K
65,748. The Warriors,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,1h 33m,"https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,7.5,1979,112K
57,749. Evil Dead,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",1h 31m,"https://m.media-amazon.com/images/M/MV5BYjkwODM5ZWUtMjI2Ni00Y2RiLWJkNDYtZWQ2ZTRhMjI1N2FmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.5,2013,201K
75,"750. The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","While playing, Lucy and her siblings find a wardrobe that lands them in a mystical place called Narnia. Here they realize that it was fated and they must now unite with Aslan to defeat an evil queen.",2h 23m,"https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG,6.9,2005,433K
49,751. Bohemian Rhapsody,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",2h 14m,"https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.9,2018,603K
65,752. Widow Clicquot,The story behind the Veuve Clicquot champagne family and business that began in the late 18th century.,1h 30m,"https://m.media-amazon.com/images/M/MV5BOWYyZDg2N2YtYmU3YS00MTI0LTliM2QtZjcxNTJhMGRiNTBiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.3,2023,1.1K
93,753. Lady Bird,"A fiercely independent teenager tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California and to get away from her complicated mother and recently-unemployed father.",1h 34m,"https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,7.4,2017,338K
63,754. Knock at the Cabin,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.",1h 40m,"https://m.media-amazon.com/images/M/MV5BZDA0MzcxZTgtMTAzZC00MGJkLTg3YzItZjMzNjkwOTVlODNlXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.1,2023,122K
71,755. Edge of Tomorrow,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",1h 53m,"https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.9,2014,749K
84,756. Children of Men,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",1h 49m,"https://m.media-amazon.com/images/M/MV5BZjUzY2ZhZDAtZDRlNS00MzEzLTliZjItMzMyYzM2OTdkZGJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,7.9,2006,536K
75,757. How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",1h 38m,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,8.1,2010,813K
76,758. Asteroid City,"Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, only to have his world view disrupted forever.",1h 45m,"https://m.media-amazon.com/images/M/MV5BNDJmMzY0ZGUtYWE1My00OWViLTg1NTctOWMwZWJlNDQzNGRiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.5,2023,121K
52,759. Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald plans to raise an army of wizards to rule over non-magical beings. In response, Newt Scamander's former professor, Albus Dumbledore, seeks his help to stop him.",2h 14m,"https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.5,2018,313K
58,760. Life Is Beautiful,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",1h 56m,"https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,8.6,1997,753K
36,761. My Spy The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear scheme threatening Vatican City, which disrupts a high school choir trip to Italy.",1h 52m,"https://m.media-amazon.com/images/M/MV5BMjVhMTBlN2QtMWJmOS00OTliLWEwZTUtZjI3NWM2NjdmZjI3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,5.6,2024,8.3K
,762. Mission: Impossible 8,The 8th entry in the long running Mission Impossible franchise.,Not Relased,"https://m.media-amazon.com/images/M/MV5BOGM1YmE1OTEtMjhjNi00OTEwLTlmN2UtNzkwMDA1ZWU2YWQ2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Not Rated,,2025,0
94,763. Grave of the Fireflies,A young boy and his little sister struggle to survive in Japan during World War II.,1h 28m,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",Not Rated,8.5,1988,318K
42,764. Transformers: Rise of the Beasts,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.",2h 7m,"https://m.media-amazon.com/images/M/MV5BZTVkZWY5MmItYjY3OS00OWY3LTg2NWEtOWE1NmQ4NGMwZGNlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.0,2023,110K
,765. Purple Noon,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",1h 58m,"https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_QL75_UY207_CR6,0,140,207_.jpg",PG-13,7.7,1960,21K
94,766. The French Connection,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",1h 44m,"https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY207_CR4,0,140,207_.jpg",R,7.7,1971,138K
52,767. Bring It On,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,1h 38m,"https://m.media-amazon.com/images/M/MV5BZmFlOWY1YTMtOGRkZC00ODRmLTlkNTQtZDBhNGU1Y2E0NmE1XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UY207_CR4,0,140,207_.jpg",PG-13,6.1,2000,108K
75,768. Frozen,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",1h 42m,"https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.4,2013,672K
47,769. Fantastic Beasts: The Secrets of Dumbledore,"Albus Dumbledore knows that Gellert Grindelwald is moving to take control of the wizarding world. Unable to stop him alone, he asks Newt Scamander to lead an intrepid team on a dangerous mission.",2h 22m,"https://m.media-amazon.com/images/M/MV5BZGQ1NjQyNDMtNzFlZS00ZGIzLTliMWUtNGJkMGMzNTBjNDg0XkEyXkFqcGdeQXVyMTE1NDI5MDQx._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.2,2022,175K
48,770. Divergent,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2h 19m,"https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_QL75_UX140_CR0,6,140,207_.jpg",PG-13,6.6,2014,495K
75,771. Captain America: Civil War,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,2h 27m,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.8,2016,863K
93,772. Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",2h,"https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,8.0,1989,114K
84,773. Shrek,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",1h 30m,"https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,7.9,2001,747K
54,774. Terminator: Dark Fate,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",2h 8m,"https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,6,140,207_.jpg",R,6.2,2019,196K
54,775. Batman Forever,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",2h 1m,"https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,5.4,1995,269K
,776. Maharaj,"Based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior.",2h 11m,"https://m.media-amazon.com/images/M/MV5BOWViZWQ5ODctMzdjYi00MmUyLTlmZmMtMzUxOTMwMDZjMmM5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",TV-MA,6.5,2024,12K
81,777. Coco,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",1h 45m,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_QL75_UY207_CR3,0,140,207_.jpg",PG,8.4,2017,609K
34,778. Ghosted,"Cole falls head over heels for enigmatic Sadie, but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",1h 56m,"https://m.media-amazon.com/images/M/MV5BNGMzYWZlYmYtNTcyMC00ZGVjLThjN2ItMjY4MjkwN2NlMjYwXkEyXkFqcGdeQXVyOTU0NjY1MDM@._V1_QL75_UX140_CR0,2,140,207_.jpg",PG-13,5.8,2023,66K
66,779. Pretty Baby,A preteen girl lives as a prostitute in New Orleans in 1917.,1h 50m,"https://m.media-amazon.com/images/M/MV5BNGZmNzBlZmItMDZjNC00YmIxLWI3OGYtZjViNjE3MzkwZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,4,140,207_.jpg",R,6.5,1978,13K
87,780. Spider-Man: Into the Spider-Verse,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,1h 57m,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,8.4,2018,690K
64,781. Gattaca,"Vincent, an ""In-Valid"", assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",1h 46m,"https://m.media-amazon.com/images/M/MV5BZjQxNTc3YzQtZDA5ZC00MmM5LWE3NGYtMGE0Yjk3MDYwODVlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,7.7,1997,327K
82,782. Hundreds of Beavers,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",1h 48m,"https://m.media-amazon.com/images/M/MV5BNTk2NWQ4MzQtNGYyMS00NGUzLTk4MDAtNjc1ZTRjNTI3ZTc0XkEyXkFqcGdeQXVyNTU4NzAyNDg@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,7.7,2022,5K
,783. Am I Racist?,"A man investigates diversity, equity, and inclusion practices, exposing absurdities through undercover social experiments.",1h 41m,"https://m.media-amazon.com/images/M/MV5BZTI3YWExY2YtNDQ0NC00ZDEwLThmMzktOTRjMjE1YWQ0YWFhXkEyXkFqcGc@._V1_QL75_UX140_CR0,21,140,207_.jpg",PG-13,,2024,0
83,784. Ghostlight,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life.",1h 55m,"https://m.media-amazon.com/images/M/MV5BOTgzMTk2M2MtMmNhMi00MDdlLTk5ZDAtYjYyMDA2YjE4OTUxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.5,2024,2.3K
35,785. Van Helsing,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",2h 11m,"https://m.media-amazon.com/images/M/MV5BODRmY2NhNDItOWViNi00OTIyLTk3YjYtYzY0YTFlMDg1YzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR2,0,140,207_.jpg",PG-13,6.1,2004,289K
63,786. Unfaithful,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,2h 4m,"https://m.media-amazon.com/images/M/MV5BNWRkOTdjMjktZTViMy00ZTgyLTg3NzktODdiZDk1YTExOGFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2002,100K
39,787. Final Destination,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them.",1h 38m,"https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2000,285K
83,788. Turning Red,"A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited she transforms into a giant red panda.",1h 40m,"https://m.media-amazon.com/images/M/MV5BOWYxZDMxYWUtNjNiZC00MDE1LWI2Y2QtNWZhNDAyMGY5ZjVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.0,2022,158K
53,789. Sinister,"A controversial true-crime writer finds a box of Super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s.",1h 50m,"https://m.media-amazon.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.8,2012,286K
62,790. The Devil Wears Prada,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",1h 49m,"https://m.media-amazon.com/images/M/MV5BOWM3NTI3YWEtYjJmMy00M2U5LWI1NzEtZWM3ZDY2ZWNjOGRiXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,6.9,2006,480K
93,791. Uncut Gems,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",2h 15m,"https://m.media-amazon.com/images/M/MV5BNmI0YjA5NjItYzExYi00NzkxLTkxNDctNGJjYTZhM2M0NDQ0XkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg",R,7.4,2019,324K
94,792. The Irishman,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",3h 29m,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,7.8,2019,438K
55,793. Legend,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,2h 12m,"https://m.media-amazon.com/images/M/MV5BMjE0MjkyODQ3NF5BMl5BanBnXkFtZTgwNDM1OTk1NjE@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,6.9,2015,206K
59,794. Shot Caller,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2h 1m,"https://m.media-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.3,2017,102K
,795. Tron: Ares,"A highly sophisticated Program, Ares, is sent from the digital world into the real world on a dangerous mission.",Not Relased,"https://m.media-amazon.com/images/M/MV5BNWUxMzJlOTAtNDNkMC00OWMxLTg4NmUtYmU3MzMzYjZlMjFkXkEyXkFqcGdeQXVyNjQ4NjkwNTE@._V1_QL75_UY207_CR4,0,140,207_.jpg",Not Rated,,2025,0
49,796. Demolition,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",1h 41m,"https://m.media-amazon.com/images/M/MV5BNjM4ZGIyODQtNjEyZS00ODgzLWJhNGQtODlmMzRkZDg0OTE1XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.0,2015,116K
67,797. The Perks of Being a Wallflower,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past.",1h 43m,"https://m.media-amazon.com/images/M/MV5BZThjMmQ5YjktMTUyMC00MjljLWJmMTAtOWIzNDIzY2VhNzQ0XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,7.9,2012,555K
